Mod:Item:MetaData, Localized Name
fossil:dinoRibCage:32, Quagga Rib Cage
fossil:dinoRibCage:33, Elasmotherium Rib Cage
fossil:claw:0, Triceratops Horn
fossil:claw:1, Velociraptor Talon
fossil:claw:2, Tyrannosaurus Tooth
fossil:claw:3, Pteranodon Finger
fossil:claw:4, Plesiosaurus Teeth
fossil:claw:5, Mosasaurus Tooth
fossil:claw:6, Stegosaurus Thagomizer
fossil:claw:7, Dilophosaurus Claw
fossil:claw:8, Brachiosaurus Claw
fossil:claw:9, Spinosaurus Sail
fossil:claw:10, Compsognathus Claw
fossil:claw:11, Ankylosaurus Tail Club
fossil:claw:12, Pachycephalosaurus Skull Horn
fossil:claw:13, Deinonychus Talon
fossil:claw:14, Gallimimus Claw
fossil:claw:15, Liopleurodon Gastralias
fossil:claw:16, Allosaurus Claw
fossil:claw:17, Sarcosuchus Osteoderms
fossil:claw:18, Ceratosaurus Horn
fossil:claw:19, Dryosaurus Tooth
fossil:claw:20, Therizinosaurus Claw
fossil:claw:21, Parasaurolophus Crest
fossil:claw:22, Confuciusornis Claw
fossil:claw:23, Ichthyosaurus Eye
fossil:claw:24, Henodus Shell
fossil:claw:25, Dodo Wishbone
fossil:claw:26, Gastornis Wishbone
fossil:claw:27, Kelenken Wishbone
fossil:claw:28, Phorusrhacos Wishbone
fossil:claw:29, Titanis Wishbone
fossil:claw:30, Mammoth Tusk
fossil:claw:31, Smilodon Tooth
fossil:claw:32, Quagga Tooth
fossil:claw:33, Elasmotherium Horn
fossil:armBone:0, Triceratops Arm Bone
fossil:armBone:1, Velociraptor Arm Bone
fossil:armBone:2, Tyrannosaurus Arm Bone
fossil:armBone:3, Pteranodon Arm Bone
fossil:armBone:4, Plesiosaurus Arm Bone
fossil:armBone:5, Mosasaurus Arm Bone
fossil:armBone:6, Stegosaurus Arm Bone
fossil:armBone:7, Dilophosaurus Arm Bone
fossil:armBone:8, Brachiosaurus Arm Bone
fossil:armBone:9, Spinosaurus Arm Bone
fossil:armBone:10, Compsognathus Arm Bone
fossil:armBone:11, Ankylosaurus Arm Bone
fossil:armBone:12, Pachycephalosaurus Arm Bone
fossil:armBone:13, Deinonychus Arm Bone
fossil:armBone:14, Gallimimus Arm Bone
fossil:armBone:15, Liopleurodon Arm Bone
fossil:armBone:16, Allosaurus Arm Bone
fossil:armBone:17, Sarcosuchus Arm Bone
fossil:armBone:18, Ceratosaurus Arm Bone
fossil:armBone:19, Dryosaurus Arm Bone
fossil:armBone:20, Therizinosaurus Arm Bone
fossil:armBone:21, Parasaurolophus Arm Bone
fossil:armBone:22, Confuciusornis Arm Bone
fossil:armBone:23, Ichthyosaurus Arm Bone
fossil:armBone:24, Henodus Arm Bone
fossil:armBone:25, Dodo Arm Bone
fossil:armBone:26, Gastornis Arm Bone
fossil:armBone:27, Kelenken Arm Bone
fossil:armBone:28, Phorusrhacos Arm Bone
fossil:armBone:29, Titanis Arm Bone
fossil:armBone:30, Mammoth Arm Bone
fossil:armBone:31, Smilodon Arm Bone
fossil:armBone:32, Quagga Arm Bone
fossil:armBone:33, Elasmotherium Arm Bone
fossil:vertebrae:0, Triceratops Vertebrae
fossil:vertebrae:1, Velociraptor Vertebrae
fossil:vertebrae:2, Tyrannosaurus Vertebrae
fossil:vertebrae:3, Pteranodon Vertebrae
fossil:vertebrae:4, Plesiosaurus Vertebrae
fossil:vertebrae:5, Mosasaurus Vertebrae
fossil:vertebrae:6, Stegosaurus Vertebrae
fossil:vertebrae:7, Dilophosaurus Vertebrae
fossil:vertebrae:8, Brachiosaurus Vertebrae
fossil:vertebrae:9, Spinosaurus Vertebrae
fossil:vertebrae:10, Compsognathus Vertebrae
fossil:vertebrae:11, Ankylosaurus Vertebrae
fossil:vertebrae:12, Pachycephalosaurus Vertebrae
fossil:vertebrae:13, Deinonychus Vertebrae
fossil:vertebrae:14, Gallimimus Vertebrae
fossil:vertebrae:15, Liopleurodon Vertebrae
fossil:vertebrae:16, Allosaurus Vertebrae
fossil:vertebrae:17, Sarcosuchus Vertebrae
fossil:vertebrae:18, Ceratosaurus Vertebrae
fossil:vertebrae:19, Dryosaurus Vertebrae
fossil:vertebrae:20, Therizinosaurus Vertebrae
fossil:vertebrae:21, Parasaurolophus Vertebrae
fossil:vertebrae:22, Confuciusornis Vertebrae
fossil:vertebrae:23, Ichthyosaurus Vertebrae
fossil:vertebrae:24, Henodus Vertebrae
fossil:vertebrae:25, Dodo Vertebrae
fossil:vertebrae:26, Gastornis Vertebrae
fossil:vertebrae:27, Kelenken Vertebrae
fossil:vertebrae:28, Phorusrhacos Vertebrae
fossil:vertebrae:29, Titanis Vertebrae
fossil:vertebrae:30, Mammoth Vertebrae
fossil:vertebrae:31, Smilodon Vertebrae
fossil:vertebrae:32, Quagga Vertebrae
fossil:vertebrae:33, Elasmotherium Vertebrae
fossil:legBone:0, Triceratops Leg Bone
fossil:legBone:1, Velociraptor Leg Bone
fossil:legBone:2, Tyrannosaurus Leg Bone
fossil:legBone:3, Pteranodon Leg Bone
fossil:legBone:4, Plesiosaurus Leg Bone
fossil:legBone:5, Mosasaurus Leg Bone
fossil:legBone:6, Stegosaurus Leg Bone
fossil:legBone:7, Dilophosaurus Leg Bone
fossil:legBone:8, Brachiosaurus Leg Bone
fossil:legBone:9, Spinosaurus Leg Bone
fossil:legBone:10, Compsognathus Leg Bone
fossil:legBone:11, Ankylosaurus Leg Bone
fossil:legBone:12, Pachycephalosaurus Leg Bone
fossil:legBone:13, Deinonychus Leg Bone
fossil:legBone:14, Gallimimus Leg Bone
fossil:legBone:15, Liopleurodon Leg Bone
fossil:legBone:16, Allosaurus Leg Bone
fossil:legBone:17, Sarcosuchus Leg Bone
fossil:legBone:18, Ceratosaurus Leg Bone
fossil:legBone:19, Dryosaurus Leg Bone
fossil:legBone:20, Therizinosaurus Leg Bone
fossil:legBone:21, Parasaurolophus Leg Bone
fossil:legBone:22, Confuciusornis Leg Bone
fossil:legBone:23, Ichthyosaurus Leg Bone
fossil:legBone:24, Henodus Leg Bone
fossil:legBone:25, Dodo Leg Bone
fossil:legBone:26, Gastornis Leg Bone
fossil:legBone:27, Kelenken Leg Bone
fossil:legBone:28, Phorusrhacos Leg Bone
fossil:legBone:29, Titanis Leg Bone
fossil:legBone:30, Mammoth Leg Bone
fossil:legBone:31, Smilodon Leg Bone
fossil:legBone:32, Quagga Leg Bone
fossil:legBone:33, Elasmotherium Leg Bone
fossil:foot:0, Triceratops Foot
fossil:foot:1, Velociraptor Foot
fossil:foot:2, Tyrannosaurus Foot
fossil:foot:3, Pteranodon Foot
fossil:foot:4, Plesiosaurus Foot
fossil:foot:5, Mosasaurus Foot
fossil:foot:6, Stegosaurus Foot
fossil:foot:7, Dilophosaurus Foot
fossil:foot:8, Brachiosaurus Foot
fossil:foot:9, Spinosaurus Foot
fossil:foot:10, Compsognathus Foot
fossil:foot:11, Ankylosaurus Foot
fossil:foot:12, Pachycephalosaurus Foot
fossil:foot:13, Deinonychus Foot
fossil:foot:14, Gallimimus Foot
fossil:foot:15, Liopleurodon Foot
fossil:foot:16, Allosaurus Foot
fossil:foot:17, Sarcosuchus Foot
fossil:foot:18, Ceratosaurus Foot
fossil:foot:19, Dryosaurus Foot
fossil:foot:20, Therizinosaurus Foot
fossil:foot:21, Parasaurolophus Foot
fossil:foot:22, Confuciusornis Foot
fossil:foot:23, Ichthyosaurus Foot
fossil:foot:24, Henodus Foot
fossil:foot:25, Dodo Foot
fossil:foot:26, Gastornis Foot
fossil:foot:27, Kelenken Foot
fossil:foot:28, Phorusrhacos Foot
fossil:foot:29, Titanis Foot
fossil:foot:30, Mammoth Foot
fossil:foot:31, Smilodon Foot
fossil:foot:32, Quagga Hoof
fossil:foot:33, Elasmotherium Foot
fossil:dnaNautilus, Nautilus DNA
fossil:dnaCoelacanth, Coelacanth DNA
fossil:dnaAlligator_Gar, Alligator Gar DNA
fossil:dnaSturgeon, Sturgeon DNA
fossil:dnaTriceratops, Triceratops DNA
fossil:dnaVelociraptor, Velociraptor DNA
fossil:dnaTyrannosaurus, Tyrannosaurus DNA
fossil:dnaPterosaur, Pteranodon DNA
fossil:dnaPlesiosaur, Plesiosaurus DNA
fossil:dnaMosasaurus, Mosasaurus DNA
fossil:dnaStegosaurus, Stegosaurus DNA
fossil:dnaDilophosaurus, Dilophosaurus DNA
fossil:dnaBrachiosaurus, Brachiosaurus DNA
fossil:dnaSpinosaurus, Spinosaurus DNA
fossil:dnaCompsognathus, Compsognathus DNA
fossil:dnaAnkylosaurus, Ankylosaurus DNA
fossil:dnaPachycephalosaurus, Pachycephalosaurus DNA
fossil:dnaDeinonychus, Deinonychus DNA
fossil:dnaGallimimus, Gallimimus DNA
fossil:dnaLiopleurodon, Liopleurodon DNA
fossil:dnaAllosaurus, Allosaurus DNA
fossil:dnaSarcosuchus, Sarcosuchus DNA
fossil:dnaCeratosaurus, Ceratosaurus DNA
fossil:dnaDryosaurus, Dryosaurus DNA
fossil:dnaTherizinosaurus, Therizinosaurus DNA
fossil:dnaIcthyosaurus, Ichthyosaurus DNA
fossil:dnaHenodus, Henodus DNA
fossil:dnaParasaurolophus, Parasaurolophus DNA
fossil:dnaConfuciusornis, Confuciusornis DNA
fossil:dnaDodo, Dodo DNA
fossil:dnaGastornis, Gastornis DNA
fossil:dnaKelenken, Kelenken DNA
fossil:dnaPhorusrhacos, Phorusrhacos DNA
fossil:dnaTitanis, Titanis DNA
fossil:dnaMammoth, Mammoth DNA
fossil:dnaSmilodon, Smilodon DNA
fossil:dnaQuagga, Quagga DNA
fossil:dnaElasmotherium, Elasmotherium DNA
fossil:dnaPig, Pig DNA
fossil:dnaCow, Cow DNA
fossil:dnaSheep, Sheep DNA
fossil:dnaHorse, Horse DNA
fossil:dnaChicken, Chicken DNA
fossil:eggNautilus:0, Nautilus Spawn
fossil:eggCoelacanth:0, Coelacanth Spawn
fossil:eggAlligator_Gar:0, Alligator Gar Spawn
fossil:eggSturgeon:0, Sturgeon Spawn
fossil:eggTriceratops:0, Triceratops Egg
fossil:eggVelociraptor:0, Velociraptor Egg
fossil:eggTyrannosaurus:0, Tyrannosaurus Egg
fossil:eggPterosaur:0, Pteranodon Egg
fossil:eggPlesiosaur:0, Plesiosaurus Sac
fossil:eggMosasaurus:0, Mosasaurus Sac
fossil:eggStegosaurus:0, Stegosaurus Egg
fossil:eggDilophosaurus:0, Dilophosaurus Egg
fossil:eggBrachiosaurus:0, Brachiosaurus Egg
fossil:eggSpinosaurus:0, Spinosaurus Egg
fossil:eggCompsognathus:0, Compsognathus Egg
fossil:eggAnkylosaurus:0, Ankylosaurus Egg
fossil:eggPachycephalosaurus:0, Pachycephalosaurus Egg
fossil:eggDeinonychus:0, Deinonychus Egg
fossil:eggGallimimus:0, Gallimimus Egg
fossil:eggLiopleurodon:0, Liopleurodon Sac
fossil:eggAllosaurus:0, Allosaurus Egg
fossil:eggSarcosuchus:0, Sarcosuchus Egg
fossil:eggCeratosaurus:0, Ceratosaurus Egg
fossil:eggDryosaurus:0, Dryosaurus Egg
fossil:eggTherizinosaurus:0, Therizinosaurus Egg
fossil:eggIcthyosaurus:0, Ichthyosaurus Sac
fossil:eggHenodus:0, Henodus Egg
fossil:eggParasaurolophus:0, Parasaurolophus Egg
fossil:embryoMammoth, Mammoth Embryo
fossil:embryoSmilodon, Smilodon Embryo
fossil:embryoQuagga, Quagga Embryo
fossil:embryoElasmotherium, Elasmotherium Embryo
fossil:embryoPig, Pig Embryo
fossil:embryoCow, Cow Embryo
fossil:embryoSheep, Sheep Embryo
fossil:embryoHorse, Horse Embryo
fossil:fishNautilus:0, Nautilus
fossil:fishCoelacanth:0, Coelacanth
fossil:fishAlligator_Gar:0, Alligator Gar
fossil:fishSturgeon:0, Sturgeon
fossil:eggConfuciusornis, Confuciusornis Egg
fossil:eggDodo, Dodo Egg
fossil:eggGastornis, Gastornis Egg
fossil:eggKelenken, Kelenken Egg
fossil:eggPhorusrhacos, Phorusrhacos Egg
fossil:eggTitanis, Titanis Egg
fossil:eggCultivatedConfuciusornis, Cultivated Confuciusornis Egg
fossil:eggCultivatedDodo, Cultivated Dodo Egg
fossil:eggCultivatedGastornis, Cultivated Gastornis Egg
fossil:eggCultivatedKelenken, Cultivated Kelenken Egg
fossil:eggCultivatedPhorusrhacos, Cultivated Phorusrhacos Egg
fossil:eggCultivatedTitanis, Cultivated Titanis Egg
fossil:eggCultivatedChicken, Cultivated Chicken Egg
fossil:rawTriceratops, Triceratops Meat
fossil:rawVelociraptor, Velociraptor Meat
fossil:rawTyrannosaurus, Tyrannosaurus Meat
fossil:rawPterosaur, Pteranodon Meat
fossil:rawPlesiosaur, Plesiosaurus Meat
fossil:rawMosasaurus, Mosasaurus Meat
fossil:rawStegosaurus, Stegosaurus Meat
fossil:rawDilophosaurus, Dilophosaurus Meat
fossil:rawBrachiosaurus, Brachiosaurus Meat
fossil:rawSpinosaurus, Spinosaurus Meat
fossil:rawCompsognathus, Compsognathus Meat
fossil:rawAnkylosaurus, Ankylosaurus Meat
fossil:rawPachycephalosaurus, Pachycephalosaurus Meat
fossil:rawDeinonychus, Deinonychus Meat
fossil:rawGallimimus, Gallimimus Meat
fossil:rawLiopleurodon, Liopleurodon Meat
fossil:rawAllosaurus, Allosaurus Meat
fossil:rawSarcosuchus, Sarcosuchus Meat
fossil:rawCeratosaurus, Ceratosaurus Meat
fossil:rawDryosaurus, Raw Dryosaurus
fossil:rawTherizinosaurus, Raw Therizinosaurus
fossil:rawIcthyosaurus, Raw Ichthyosaurus
fossil:rawHenodus, Raw Henodus
fossil:rawParasaurolophus, Raw Parasaurolophus
fossil:rawConfuciusornis, Confuciusornis Meat
fossil:rawDodo, Dodo Meat
fossil:rawGastornis, Gastornis Meat
fossil:rawKelenken, Kelenken Meat
fossil:rawPhorusrhacos, Phorusrhacos Meat
fossil:rawTitanis, Titanis Meat
fossil:rawMammoth, Mammoth Meat
fossil:rawSmilodon, Smilodon Meat
fossil:rawQuagga, Quagga Meat
fossil:rawElasmotherium, Elasmotherium Meat
fossil:cookedCoelacanth, Cooked Coelacanth Meat
fossil:cookedAlligator_Gar, Cooked Alligator Gar Meat
fossil:cookedSturgeon, Cooked Sturgeon Meat
fossil:cookedTriceratops, Cooked Triceratops Meat
fossil:cookedVelociraptor, Cooked Velociraptor Meat
fossil:cookedTyrannosaurus, Cooked Tyrannosaurus Meat
fossil:cookedPterosaur, Cooked Pteranodon Meat
fossil:cookedPlesiosaur, Cooked Plesiosaurus Meat
fossil:cookedMosasaurus, Cooked Mosasaurus Meat
fossil:cookedStegosaurus, Cooked Stegosaurus Meat
fossil:cookedDilophosaurus, Cooked Dilophosaurus Meat
fossil:cookedBrachiosaurus, Cooked Brachiosaurus Meat
fossil:cookedSpinosaurus, Cooked Spinosaurus Meat
fossil:cookedCompsognathus, Cooked Compsognathus Meat
fossil:cookedAnkylosaurus, Cooked Ankylosaurus Meat
fossil:cookedPachycephalosaurus, Cooked Pachycephalosaurus Meat
fossil:cookedDeinonychus, Cooked Deinonychus Meat
fossil:cookedGallimimus, Cooked Gallimimus Meat
fossil:cookedLiopleurodon, Cooked Liopleurodon Meat
fossil:cookedAllosaurus, Cooked Allosaurus Meat
fossil:cookedSarcosuchus, Cooked Sarcosuchus Meat
fossil:cookedCeratosaurus, Cooked Ceratosaurus Meat
fossil:cookedDryosaurus, Cooked Dryosaurus
fossil:cookedTherizinosaurus, Cooked Therizinosaurus
fossil:cookedIcthyosaurus, Cooked Ichthyosaurus
fossil:cookedHenodus, Cooked Henodus
fossil:cookedParasaurolophus, Cooked Parasaurolophus
fossil:cookedConfuciusornis, Cooked Confuciusornis Meat
fossil:cookedDodo, Cooked Dodo Meat
fossil:cookedGastornis, Cooked Gastornis Meat
fossil:cookedKelenken, Cooked Kelenken Meat
fossil:cookedPhorusrhacos, Cooked Phorusrhacos Meat
fossil:cookedTitanis, Cooked Titanis Meat
fossil:cookedMammoth, Cooked Mammoth Meat
fossil:cookedSmilodon, Cooked Smilodon Meat
fossil:cookedQuagga, Cooked Quagga Meat
fossil:cookedElasmotherium, Cooked Elasmotherium Meat
GardenContainers:pottery_pattern:1, Clay Pattern Stamp
GardenContainers:pottery_pattern:2, Clay Pattern Stamp
GardenContainers:pottery_pattern:3, Clay Pattern Stamp
GardenContainers:pottery_pattern:4, Clay Pattern Stamp
GardenContainers:pottery_pattern:5, Clay Pattern Stamp
GardenContainers:pottery_pattern:6, Clay Pattern Stamp
GardenContainers:pottery_pattern:7, Clay Pattern Stamp
GardenContainers:pottery_pattern:8, Clay Pattern Stamp
GardenContainers:pottery_pattern:9, Clay Pattern Stamp
GardenContainers:pottery_pattern:10, Clay Pattern Stamp
GardenContainers:pottery_pattern:11, Clay Pattern Stamp
GardenContainers:pottery_pattern:12, Clay Pattern Stamp
GardenContainers:pottery_pattern:13, Clay Pattern Stamp
GardenContainers:pottery_pattern_dirty, Clay Pattern Stamp
GardenCore:garden_trowel, Garden Trowel
GardenCore:compost_pile, Compost
GardenCore:soil_test_kit, Soil Test Kit
GardenCore:soil_test_kit_used:0, Used Soil Test Kit
GardenCore:soil_test_kit_used:63, Used Soil Test Kit
GardenCore:soil_test_kit_used:127, Used Soil Test Kit
GardenCore:soil_test_kit_used:8127, Used Soil Test Kit
GardenCore:soil_test_kit_used:8191, Used Soil Test Kit
GardenCore:soil_test_kit_used:16383, Used Soil Test Kit
GardenCore:wax, Wax
GardenStuff:chain_link:0, Iron Chain Link
GardenStuff:chain_link:1, Gold Chain Link
GardenStuff:chain_link:2, Wrought Iron Chain Link.name
GardenStuff:iron_nugget, Iron Nugget
GardenStuff:wrought_iron_ingot, Wrought Iron Ingot
GardenStuff:wrought_iron_nugget, Wrought Iron Nugget
GardenStuff:moss_paste, Moss Paste
GardenStuff:candle, Candle
GardenTrees:candelilla_seeds, Candelilla Seeds
GardenTrees:candelilla, Candelilla
BinnieCore:containerBucket:64, extrabees.acid Bucket
BinnieCore:containerBucket:65, extrabees.poison Bucket
BinnieCore:containerBucket:66, extrabees.glacial Bucket
BinnieCore:containerBucket:128, Sap Bucket
BinnieCore:containerBucket:129, Resin Bucket
BinnieCore:containerBucket:130, Latex Bucket
BinnieCore:containerBucket:131, Turpentine Bucket
BinnieCore:containerCapsule:64, extrabees.acid Capsule
BinnieCore:containerCapsule:65, extrabees.poison Capsule
BinnieCore:containerCapsule:66, extrabees.glacial Capsule
BinnieCore:containerCapsule:128, Sap Capsule
BinnieCore:containerCapsule:129, Resin Capsule
BinnieCore:containerCapsule:130, Latex Capsule
BinnieCore:containerCapsule:131, Turpentine Capsule
BinnieCore:containerRefractory:64, extrabees.acid Capsule
BinnieCore:containerRefractory:65, extrabees.poison Capsule
BinnieCore:containerRefractory:66, extrabees.glacial Capsule
BinnieCore:containerCan:64, extrabees.acid Can
BinnieCore:containerCan:65, extrabees.poison Can
BinnieCore:containerCan:66, extrabees.glacial Can
BinnieCore:containerCan:128, Sap Can
BinnieCore:containerCan:129, Resin Can
BinnieCore:containerCan:130, Latex Can
BinnieCore:containerCan:131, Turpentine Can
BinnieCore:containerGlass:256, Apple Juice Bottle
BinnieCore:containerGlass:257, Apricot Juice Bottle
BinnieCore:containerGlass:258, Banana Juice Bottle
BinnieCore:containerGlass:259, Cherry Juice Bottle
BinnieCore:containerGlass:260, Elderberry Juice Bottle
BinnieCore:containerGlass:261, Lemon Juice Bottle
BinnieCore:containerGlass:262, Lime Juice Bottle
BinnieCore:containerGlass:263, Orange Juice Bottle
BinnieCore:containerGlass:264, Peach Juice Bottle
BinnieCore:containerGlass:265, Plum Juice Bottle
BinnieCore:containerGlass:266, Carrot Juice Bottle
BinnieCore:containerGlass:267, Tomato Juice Bottle
BinnieCore:containerGlass:268, Cranberry Juice Bottle
BinnieCore:containerGlass:269, Grapefruit Juice Bottle
BinnieCore:containerGlass:270, Olive Oil Bottle
BinnieCore:containerGlass:271, Pineapple Juice Bottle
BinnieCore:containerGlass:272, Pear Juice Bottle
BinnieCore:containerGlass:273, White Grape Juice Bottle
BinnieCore:containerGlass:274, Red Grape Juice Bottle
BinnieCore:containerGlass:384, Cider Bottle
BinnieCore:containerGlass:385, Apricot Wine Bottle
BinnieCore:containerGlass:386, Banana Wine Bottle
BinnieCore:containerGlass:387, Cherry Wine Bottle
BinnieCore:containerGlass:388, Elderberry Wine Bottle
BinnieCore:containerGlass:389, Peach Cider Bottle
BinnieCore:containerGlass:390, Pear Cider Bottle
BinnieCore:containerGlass:391, Plum Wine Bottle
BinnieCore:containerGlass:392, Carrot Wine Bottle
BinnieCore:containerGlass:393, White Wine Bottle
BinnieCore:containerGlass:394, Red Wine Bottle
BinnieCore:containerGlass:395, Sparkling Wine Bottle
BinnieCore:containerGlass:396, Agave Wine Bottle
BinnieCore:containerGlass:397, Fermented Potatoes Bottle
BinnieCore:containerGlass:398, Citrus Wine Bottle
BinnieCore:containerGlass:399, Cranberry Wine Bottle
BinnieCore:containerGlass:400, Pineapple Wine Bottle
BinnieCore:containerGlass:401, Tomato Wine Bottle
BinnieCore:containerGlass:402, Fruit Wine Bottle
BinnieCore:containerGlass:403, Ale Bottle
BinnieCore:containerGlass:404, Lager Bottle
BinnieCore:containerGlass:405, Wheat Beer Bottle
BinnieCore:containerGlass:406, Rye Beer Bottle
BinnieCore:containerGlass:407, Corn Beer Bottle
BinnieCore:containerGlass:408, Stout Bottle
BinnieCore:containerGlass:409, Fermented Grain Mash Bottle
BinnieCore:containerGlass:410, Fermented Wheat Mash Bottle
BinnieCore:containerGlass:411, Fermented Rye Mash Bottle
BinnieCore:containerGlass:412, Fermented Corn Mash Bottle
BinnieCore:containerGlass:512, Neutral Spirit Bottle
BinnieCore:containerGlass:513, Vodka Bottle
BinnieCore:containerGlass:514, White Rum Bottle
BinnieCore:containerGlass:515, Dark Rum Bottle
BinnieCore:containerGlass:516, Whiskey Bottle
BinnieCore:containerGlass:517, Bourbon Bottle
BinnieCore:containerGlass:518, Rye Whiskey Bottle
BinnieCore:containerGlass:519, Wheat Whiskey Bottle
BinnieCore:containerGlass:520, Fortified Wine Bottle
BinnieCore:containerGlass:521, Tequila Bottle
BinnieCore:containerGlass:522, Brandy Bottle
BinnieCore:containerGlass:523, Apple Brandy Bottle
BinnieCore:containerGlass:524, Pear Brandy Bottle
BinnieCore:containerGlass:525, Apricot Brandy Bottle
BinnieCore:containerGlass:526, Plum Brandy Bottle
BinnieCore:containerGlass:527, Cherry Brandy Bottle
BinnieCore:containerGlass:528, Elderberry Brandy Bottle
BinnieCore:containerGlass:529, Citrus Brandy Bottle
BinnieCore:containerGlass:530, Fruit Brandy Bottle
BinnieCore:containerGlass:531, Cachaca Bottle
BinnieCore:containerGlass:532, Gin Bottle
BinnieCore:containerGlass:533, Apple Liquor Bottle
BinnieCore:containerGlass:534, Pear Liquor Bottle
BinnieCore:containerGlass:535, Cherry Liquor Bottle
BinnieCore:containerGlass:536, Elderberry Liquor Bottle
BinnieCore:containerGlass:537, Apricot Liquor Bottle
BinnieCore:containerGlass:538, Fruit Liquor Bottle
BinnieCore:containerGlass:640, Almond Liqueur Bottle
BinnieCore:containerGlass:641, Orange Liqueur Bottle
BinnieCore:containerGlass:642, Banana Liqueur Bottle
BinnieCore:containerGlass:643, Chocolate Liqueur Bottle
BinnieCore:containerGlass:644, Mint Liqueur Bottle
BinnieCore:containerGlass:645, Hazelnut Liqueur Bottle
BinnieCore:containerGlass:646, Cinnamon Liqueur Bottle
BinnieCore:containerGlass:647, Coffee Liqueur Bottle
BinnieCore:containerGlass:648, Melon Liqueur Bottle
BinnieCore:containerGlass:649, Anise Liqueur Bottle
BinnieCore:containerGlass:650, Peach Liqueur Bottle
BinnieCore:containerGlass:651, Lemon Liqueur Bottle
BinnieCore:containerGlass:652, Herbal Liqueur Bottle
BinnieCore:containerGlass:653, Cherry Liqueur Bottle
BinnieCore:containerGlass:654, Blackcurrant Liqueur Bottle
BinnieCore:containerGlass:655, Blackberry Liqueur Bottle
BinnieCore:containerGlass:656, Raspberry Liqueur Bottle
BinnieCore:containerCylinder:768, Growth Medium Cylinder
BinnieCore:containerCylinder:769, Bacteria Cylinder
BinnieCore:containerCylinder:770, Polymerising Bacteria Cylinder
BinnieCore:containerCylinder:771, Raw DNA Cylinder
BinnieCore:containerCylinder:772, Bacteria Vector Cylinder
BinnieCore:genesis, item.genesis.name
BinnieCore:fieldKit, item.fieldKit.name
ExtraBees:hiveFrame.cocoa, item.hiveFrame.name
ExtraBees:hiveFrame.cage, item.hiveFrame.name
ExtraBees:hiveFrame.soul, item.hiveFrame.name
ExtraBees:hiveFrame.clay, item.hiveFrame.name
ExtraBees:hiveFrame.debug, item.hiveFrame.name
ExtraBees:honeyComb:0, Barren Comb
ExtraBees:honeyComb:1, Rotten Comb
ExtraBees:honeyComb:2, Bone Comb
ExtraBees:honeyComb:3, Oily Comb
ExtraBees:honeyComb:4, Fossilised Comb
ExtraBees:honeyComb:5, Petroleum Comb
ExtraBees:honeyComb:6, Damp Comb
ExtraBees:honeyComb:7, Milky Comb
ExtraBees:honeyComb:8, Fruity Comb
ExtraBees:honeyComb:9, Seedy Comb
ExtraBees:honeyComb:10, Alcoholic Comb
ExtraBees:honeyComb:11, Rocky Comb
ExtraBees:honeyComb:12, Energetic Comb
ExtraBees:honeyComb:13, Amber Comb
ExtraBees:honeyComb:14, Static Comb
ExtraBees:honeyComb:15, Iron Comb
ExtraBees:honeyComb:16, Golden Comb
ExtraBees:honeyComb:17, Copper Comb
ExtraBees:honeyComb:18, Tin Comb
ExtraBees:honeyComb:19, Silver Comb
ExtraBees:honeyComb:21, Radioactive Comb
ExtraBees:honeyComb:22, Clay Comb
ExtraBees:honeyComb:23, Old Comb
ExtraBees:honeyComb:24, Fungal Comb
ExtraBees:honeyComb:25, Tar Comb
ExtraBees:honeyComb:26, Latex Comb
ExtraBees:honeyComb:27, Brimstone Comb
ExtraBees:honeyComb:28, Venomous Comb
ExtraBees:honeyComb:29, Mucous Comb
ExtraBees:honeyComb:30, Blaze Comb
ExtraBees:honeyComb:31, Caffeinated Comb
ExtraBees:honeyComb:32, Glacial Comb
